"popularity","genre","intercept","time_signature3","time_signature5","time_signature1","explicitTrue","duration_ms","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
2,"alternative",1,0,0,0,0,215666,0.441,0.986,-2.466,0.116,0.038,0.000781,0.0998,0.184,123.974
5,"alternative",1,0,0,0,0,220413,0.441,0.976,-3.09,0.147,0.000335,0.0475,0.298,0.248,130.411
4,"alternative",1,0,0,0,0,260808,0.573,0.913,-6.52,0.0409,0.00861,0.0273,0.114,0.795,88.418
0,"alternative",1,0,0,0,0,260808,0.573,0.913,-6.52,0.0409,0.00861,0.0273,0.114,0.795,88.418
0,"alternative",1,0,0,0,0,245106,0.588,0.847,-4.164,0.0705,0.0601,0,0.307,0.662,120.041
0,"alternative",1,0,0,0,1,181028,0.75,0.856,-5.802,0.0457,0.0778,3.65e-05,0.117,0.94,130.034
0,"alternative",1,0,0,0,0,200946,0.508,0.981,-3.23,0.0779,8.22e-05,0.000449,0.0555,0.746,138.011
0,"alternative",1,0,0,0,0,232412,0.417,0.682,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542
0,"alternative",1,0,0,0,0,262586,0.532,0.872,-3.869,0.0636,0.00223,0,0.283,0.299,127.959
1,"alternative",1,0,0,0,0,223973,0.344,0.931,-3.759,0.0783,0.00104,0,0.0903,0.251,148.104
0,"alternative",1,0,0,0,0,245106,0.588,0.847,-4.164,0.0705,0.0601,0,0.307,0.662,120.041
0,"alternative",1,0,0,0,0,232412,0.417,0.682,-5.071,0.0295,0.0267,0.000669,0.109,0.351,105.542
2,"alternative",1,0,0,0,0,223973,0.344,0.931,-3.759,0.0783,0.00104,0,0.0903,0.251,148.104
0,"alternative",1,0,0,0,0,186148,0.386,0.936,-4.005,0.0701,0.0121,1.6e-05,0.266,0.418,176.366
0,"alternative",1,0,0,0,0,245106,0.588,0.847,-4.164,0.0705,0.0601,0,0.307,0.662,120.041
2,"alternative",1,0,0,0,1,340920,0.663,0.694,-8.627,0.171,0.0253,0,0.0698,0.525,167.953
0,"alternative",1,0,0,0,0,223973,0.344,0.931,-3.759,0.0783,0.00104,0,0.0903,0.251,148.104
0,"alternative",1,0,0,0,0,245106,0.588,0.847,-4.164,0.0705,0.0601,0,0.307,0.662,120.041
0,"alternative",1,0,0,0,0,245106,0.588,0.847,-4.164,0.0705,0.0601,0,0.307,0.662,120.041
0,"alternative",1,0,0,0,0,245106,0.588,0.847,-4.164,0.0705,0.0601,0,0.307,0.662,120.041
0,"alternative",1,0,0,0,0,436413,0.666,0.935,-4.563,0.0445,0.00285,0.781,0.352,0.69,118.999
0,"alternative",1,0,0,0,0,252613,0.354,0.982,-3.026,0.168,0.000237,0.000301,0.204,0.194,143.79
1,"alternative",1,0,0,0,1,123800,0.421,0.986,-1.795,0.152,0.00482,0,0.295,0.263,105.83
4,"alternative",1,0,0,0,0,203586,0.516,0.991,-2.587,0.126,0.000467,4.66e-05,0.327,0.402,95.017
0,"alternative",1,0,0,0,0,252613,0.354,0.982,-3.026,0.168,0.000237,0.000301,0.204,0.194,143.79
83,"alternative",1,0,0,0,0,299960,0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.1,0.62,97.512
78,"alternative",1,0,0,0,0,213706,0.489,0.505,-8.022,0.117,0.579,0.000333,0.104,0.337,163.255
76,"alternative",1,0,0,0,0,232146,0.427,0.201,-13.044,0.0317,0.745,0.263,0.109,0.0668,105.218
58,"alternative",1,0,0,0,0,205613,0.623,0.93,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119
83,"alternative",1,0,0,0,0,199080,0.578,0.866,-3.804,0.0619,0.00701,0,0.257,0.619,128.038
0,"alternative",1,0,0,0,1,206000,0.587,0.742,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007
0,"alternative",1,0,0,0,1,206000,0.587,0.742,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007
0,"alternative",1,0,0,0,1,206000,0.587,0.742,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007
0,"alternative",1,0,0,0,0,161803,0.7,0.49,-5.187,0.076,0.186,0,0.117,0.569,79.982
83,"alternative",1,0,0,0,0,301920,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
4,"alternative",1,0,0,0,0,162877,0.737,0.67,-6.448,0.0985,0.00474,0,0.0922,0.525,75.981
3,"alternative",1,0,0,0,0,162877,0.737,0.67,-6.448,0.0985,0.00474,0,0.0922,0.525,75.981
4,"alternative",1,0,0,0,0,162877,0.737,0.67,-6.448,0.0985,0.00474,0,0.0922,0.525,75.981
0,"alternative",1,0,0,0,0,161803,0.7,0.49,-5.187,0.076,0.186,0,0.117,0.569,79.982
2,"alternative",1,0,0,0,0,161803,0.7,0.49,-5.187,0.076,0.186,0,0.117,0.569,79.982
0,"alternative",1,0,0,0,0,161803,0.7,0.49,-5.187,0.076,0.186,0,0.117,0.569,79.982
2,"alternative",1,0,0,0,0,161803,0.7,0.49,-5.187,0.076,0.186,0,0.117,0.569,79.982
3,"alternative",1,0,0,0,0,189969,0.608,0.638,-7.215,0.0561,0.217,0,0.324,0.457,87.956
1,"alternative",1,0,0,0,0,152144,0.341,0.266,-17.251,0.146,0.831,0,0.113,0.388,184.14
1,"alternative",1,0,0,0,0,159818,0.678,0.696,-4.361,0.0336,0.0346,0,0.374,0.421,82.489
7,"alternative",1,0,0,0,0,159818,0.678,0.696,-4.361,0.0336,0.0346,0,0.374,0.421,82.489
4,"alternative",1,0,0,0,0,159818,0.678,0.696,-4.361,0.0336,0.0346,0,0.374,0.421,82.489
3,"alternative",1,0,0,0,0,185906,0.569,0.963,-3.069,0.0593,0.000787,0.0256,0.22,0.82,76.995
3,"alternative",1,0,0,0,0,245780,0.598,0.335,-6.791,0.0282,0.841,0.00016,0.194,0.245,107.988
0,"alternative",1,0,0,0,0,164566,0.589,0.197,-8.684,0.0338,0.909,0.000144,0.0876,0.307,110.699
2,"alternative",1,0,0,0,0,303253,0.37,0.767,-5.555,0.0363,0.00762,0.000125,0.0583,0.21,58.494
0,"alternative",1,0,0,0,0,305906,0.58,0.916,-4.357,0.0387,0.000295,0.0255,0.126,0.68,118.002
0,"alternative",1,1,0,0,0,250222,0.112,0.978,-2.64,0.117,0.000108,0.0241,0.117,0.371,173.097
0,"alternative",1,0,0,0,0,201986,0.499,0.495,-9.166,0.0286,0.263,4.48e-05,0.104,0.473,99.957
1,"alternative",1,0,0,0,0,214053,0.577,0.866,-4.05,0.0601,0.006,0.000708,0.164,0.28,130.016
1,"alternative",1,0,0,0,0,303253,0.37,0.767,-5.555,0.0363,0.00762,0.000125,0.0583,0.21,58.494
1,"alternative",1,0,0,0,0,214053,0.577,0.866,-4.05,0.0601,0.006,0.000708,0.164,0.28,130.016
1,"alternative",1,1,0,0,0,218613,0.421,0.529,-6.302,0.131,0.435,0,0.148,0.212,133.894
0,"alternative",1,1,0,0,0,218613,0.421,0.529,-6.302,0.131,0.435,0,0.148,0.212,133.894
1,"alternative",1,0,0,0,0,214053,0.577,0.866,-4.05,0.0601,0.006,0.000708,0.164,0.28,130.016
0,"alternative",1,0,0,0,0,168666,0.574,0.696,-4.697,0.0327,0.00481,0,0.102,0.401,109.877
0,"alternative",1,1,0,0,0,218613,0.421,0.529,-6.302,0.131,0.435,0,0.148,0.212,133.894
0,"alternative",1,0,0,0,0,205213,0.625,0.653,-5.967,0.0257,0.124,0,0.346,0.605,110.972
0,"alternative",1,0,0,0,1,213000,0.498,0.946,-4.792,0.0602,0.000121,2.53e-05,0.359,0.31,106.276
0,"alternative",1,1,0,0,0,241880,0.389,0.418,-8.976,0.027,0.664,5.71e-05,0.108,0.347,175.567
0,"alternative",1,0,0,0,0,187355,0.437,0.878,-4.687,0.0452,0.0112,0,0.126,0.623,128.043
0,"alternative",1,0,0,0,0,303253,0.37,0.767,-5.555,0.0363,0.00762,0.000125,0.0583,0.21,58.494
0,"alternative",1,0,0,0,0,214053,0.577,0.866,-4.05,0.0601,0.006,0.000708,0.164,0.28,130.016
0,"alternative",1,1,0,0,0,278546,0.394,0.473,-7.935,0.0281,0.0247,0.00684,0.112,0.45,129.996
0,"alternative",1,0,0,0,0,305906,0.58,0.916,-4.357,0.0387,0.000295,0.0255,0.126,0.68,118.002
0,"alternative",1,1,0,0,0,250222,0.112,0.978,-2.64,0.117,0.000108,0.0241,0.117,0.371,173.097
0,"alternative",1,0,0,0,0,207333,0.565,0.667,-4.679,0.0495,0.24,0.00166,0.106,0.78,180.041
0,"alternative",1,0,0,0,0,281600,0.568,0.642,-6.736,0.0603,0.374,0.00681,0.131,0.476,177.669
2,"alternative",1,0,0,0,0,255506,0.813,0.796,-5.545,0.164,0.156,0.038,0.114,0.542,95.027
0,"alternative",1,0,0,0,1,213000,0.498,0.946,-4.792,0.0602,0.000121,2.53e-05,0.359,0.31,106.276
83,"alternative",1,0,0,0,0,153000,0.551,0.881,-6.099,0.0542,0.186,0.0791,0.152,0.387,88.036
75,"alternative",1,0,0,0,1,260169,0.418,0.31,-9.869,0.0625,0.095,0,0.216,0.131,139.614
73,"alternative",1,0,0,0,0,205400,0.615,0.911,-3.584,0.0278,0.0686,0.00188,0.0908,0.685,108
3,"alternative",1,0,0,0,0,185440,0.37,0.861,-4.588,0.0625,0.00959,0.00449,0.107,0.16,155.671
69,"alternative",1,0,0,0,0,237375,0.411,0.675,-6.251,0.0591,0.063,0,0.092,0.545,130.134
0,"alternative",1,0,0,0,0,268426,0.666,0.854,-5.051,0.0295,0.179,1.2e-06,0.0986,0.803,125.637
1,"alternative",1,0,0,0,0,258825,0.635,0.551,-7.136,0.0354,0.00743,1.82e-05,0.07,0.451,151.779
4,"alternative",1,0,0,0,0,238870,0.535,0.979,-3.593,0.0597,0.000666,0,0.084,0.432,103.996
0,"alternative",1,0,0,0,0,235893,0.318,0.943,-3.188,0.107,0.00721,2.06e-06,0.242,0.298,189.985
0,"alternative",1,0,0,0,0,235893,0.318,0.943,-3.188,0.107,0.00721,2.06e-06,0.242,0.298,189.985
2,"alternative",1,0,0,0,0,258825,0.635,0.551,-7.136,0.0354,0.00743,1.82e-05,0.07,0.451,151.779
4,"alternative",1,0,0,0,0,208920,0.658,0.773,-5.119,0.0244,0.000901,0,0.194,0.66,100.006
0,"alternative",1,0,0,0,0,268481,0.5,0.982,-3.496,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033
0,"alternative",1,0,0,0,0,235893,0.318,0.943,-3.188,0.107,0.00721,2.06e-06,0.242,0.298,189.985
1,"alternative",1,0,0,0,0,268481,0.5,0.982,-3.496,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033
0,"alternative",1,0,0,0,0,258825,0.635,0.551,-7.136,0.0354,0.00743,1.82e-05,0.07,0.451,151.779
0,"alternative",1,0,0,0,0,215813,0.727,0.468,-7.744,0.0549,0.69,0.0148,0.25,0.346,116.823
0,"alternative",1,0,0,0,0,274055,0.379,0.562,-8.078,0.0376,0.0741,1.17e-05,0.137,0.172,173.861
0,"alternative",1,0,0,0,0,208920,0.658,0.773,-5.119,0.0244,0.000901,0,0.194,0.66,100.006
2,"alternative",1,0,0,0,0,159226,0.555,0.921,-4.606,0.0369,0.00264,0.000205,0.117,0.775,121.141
0,"alternative",1,0,0,0,0,208920,0.658,0.773,-5.119,0.0244,0.000901,0,0.194,0.66,100.006
0,"alternative",1,0,0,0,0,208920,0.658,0.773,-5.119,0.0244,0.000901,0,0.194,0.66,100.006
0,"alternative",1,0,0,0,0,159226,0.555,0.921,-4.606,0.0369,0.00264,0.000205,0.117,0.775,121.141
0,"alternative",1,0,0,0,0,229933,0.603,0.886,-3.777,0.0837,0.00045,0,0.26,0.395,126.027
1,"alternative",1,0,0,0,0,200053,0.654,0.794,-6.288,0.0284,0.00769,0.00134,0.165,0.678,114.62
0,"alternative",1,0,0,0,0,124653,0.516,0.818,-6.076,0.0393,0.00701,0,0.337,0.769,121.907
1,"alternative",1,0,0,0,0,287066,0.553,0.991,-3.703,0.0925,4.44e-05,0.0729,0.179,0.324,114.919
0,"alternative",1,0,0,0,0,170720,0.605,0.7,-6.47,0.0277,0.00998,0,0.116,0.588,84.962
0,"alternative",1,1,0,0,0,244306,0.173,0.609,-7.724,0.0482,0.359,0,0.1,0.0988,197.819
0,"alternative",1,1,0,0,0,196723,0.165,0.434,-8.163,0.0288,0.316,0.171,0.213,0.186,77.983
0,"alternative",1,1,0,0,0,241880,0.389,0.418,-8.976,0.027,0.664,5.71e-05,0.108,0.347,175.567
0,"alternative",1,0,0,0,0,170720,0.605,0.7,-6.47,0.0277,0.00998,0,0.116,0.588,84.962
0,"alternative",1,0,0,0,0,268481,0.5,0.982,-3.496,0.0727,4.72e-05,4.28e-05,0.0447,0.507,103.033
0,"alternative",1,0,0,0,0,238870,0.535,0.979,-3.593,0.0597,0.000666,0,0.084,0.432,103.996
1,"alternative",1,0,0,0,0,242600,0.518,0.598,-4.579,0.0251,0.239,3.92e-06,0.243,0.322,92.026
0,"alternative",1,0,0,0,0,124653,0.516,0.818,-6.076,0.0393,0.00701,0,0.337,0.769,121.907
0,"alternative",1,0,0,0,0,238870,0.535,0.979,-3.593,0.0597,0.000666,0,0.084,0.432,103.996
0,"alternative",1,0,0,0,0,274055,0.379,0.562,-8.078,0.0376,0.0741,1.17e-05,0.137,0.172,173.861
0,"alternative",1,1,0,0,0,196723,0.165,0.434,-8.163,0.0288,0.316,0.171,0.213,0.186,77.983
0,"alternative",1,0,0,0,0,124653,0.516,0.818,-6.076,0.0393,0.00701,0,0.337,0.769,121.907
1,"alternative",1,1,0,0,0,206120,0.261,0.947,-3.031,0.0487,0.000193,0.00326,0.31,0.552,185.942
2,"alternative",1,0,0,0,0,257812,0.395,0.751,-8.547,0.0618,5.71e-05,0.838,0.0725,0.455,121.561
0,"alternative",1,1,0,0,0,227586,0.403,0.533,-4.633,0.0271,0.589,5.01e-06,0.136,0.283,98.741
0,"alternative",1,1,0,0,0,227586,0.403,0.533,-4.633,0.0271,0.589,5.01e-06,0.136,0.283,98.741
1,"alternative",1,1,0,0,0,204733,0.524,0.361,-6.21,0.0406,0.725,0.00385,0.0975,0.203,172.002
0,"alternative",1,0,0,0,0,229933,0.603,0.886,-3.777,0.0837,0.00045,0,0.26,0.395,126.027
0,"alternative",1,1,0,0,0,84973,0.387,0.786,-4.127,0.0436,0.0195,0,0.123,0.462,149.806
0,"alternative",1,1,0,0,0,84973,0.387,0.786,-4.127,0.0436,0.0195,0,0.123,0.462,149.806
0,"alternative",1,1,0,0,0,84973,0.387,0.786,-4.127,0.0436,0.0195,0,0.123,0.462,149.806
0,"alternative",1,1,0,0,0,84973,0.387,0.786,-4.127,0.0436,0.0195,0,0.123,0.462,149.806
80,"alternative",1,0,0,0,0,244013,0.648,0.594,-7.027,0.0293,0.114,0.0462,0.116,0.544,113.983
73,"alternative",1,0,0,0,1,347525,0.618,0.793,-5.711,0.0601,0.204,0.0154,0.126,0.459,101.015
62,"alternative",1,0,0,0,1,196420,0.883,0.492,-7.979,0.0725,0.447,0.0019,0.128,0.296,109.974
57,"alternative",1,0,0,0,1,138646,0.774,0.579,-6.2,0.0699,0.343,0,0.131,0.418,92.399
85,"alternative",1,0,0,0,1,238640,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,91.844
71,"alternative",1,0,0,0,0,189120,0.601,0.757,-3.341,0.028,0.0139,8.85e-05,0.0727,0.462,82.001
68,"alternative",1,0,0,0,0,132793,0.841,0.698,-6.588,0.261,0.211,0,0.203,0.372,118.018
72,"alternative",1,1,0,0,1,159836,0.671,0.599,-6.18,0.0405,0.0658,0,0.101,0.448,121.849
81,"alternative",1,0,0,0,0,232800,0.472,0.671,-4.649,0.029,0.0129,0,0.159,0.0681,82.952
0,"alternative",1,0,0,0,1,178787,0.529,0.897,-4.713,0.0726,0.221,0,0.0399,0.885,180.118
0,"alternative",1,0,0,0,1,178787,0.529,0.897,-4.713,0.0726,0.221,0,0.0399,0.885,180.118
0,"alternative",1,0,0,0,0,170771,0.494,0.45,-8.072,0.0687,0.622,0,0.242,0.368,65.252
0,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
0,"alternative",1,0,0,0,1,176765,0.554,0.429,-7.687,0.0334,0.0405,0,0.23,0.195,112.899
0,"alternative",1,0,0,0,1,146769,0.728,0.773,-6.253,0.0764,0.0364,0,0.235,0.547,98.011
0,"alternative",1,1,0,0,1,159836,0.671,0.599,-6.18,0.0405,0.0658,0,0.101,0.448,121.849
1,"alternative",1,0,0,0,0,170771,0.494,0.45,-8.072,0.0687,0.622,0,0.242,0.368,65.252
0,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
0,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
0,"alternative",1,0,0,0,1,176765,0.554,0.429,-7.687,0.0334,0.0405,0,0.23,0.195,112.899
0,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
1,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
3,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
2,"alternative",1,0,0,0,1,146769,0.728,0.773,-6.253,0.0764,0.0364,0,0.235,0.547,98.011
0,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
0,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
2,"alternative",1,0,0,0,0,170771,0.494,0.45,-8.072,0.0687,0.622,0,0.242,0.368,65.252
0,"alternative",1,0,0,0,1,168601,0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932
0,"alternative",1,0,1,0,0,182903,0.693,0.874,-3.923,0.0693,0.034,8.33e-06,0.289,0.647,123.979
0,"alternative",1,0,1,0,0,182903,0.693,0.874,-3.923,0.0693,0.034,8.33e-06,0.289,0.647,123.979
0,"alternative",1,0,1,0,0,182903,0.693,0.874,-3.923,0.0693,0.034,8.33e-06,0.289,0.647,123.979
0,"alternative",1,0,0,0,1,146769,0.728,0.773,-6.253,0.0764,0.0364,0,0.235,0.547,98.011
0,"alternative",1,0,1,0,0,182903,0.693,0.874,-3.923,0.0693,0.034,8.33e-06,0.289,0.647,123.979
0,"alternative",1,0,0,0,1,146769,0.728,0.773,-6.253,0.0764,0.0364,0,0.235,0.547,98.011
0,"alternative",1,1,0,0,1,159836,0.671,0.599,-6.18,0.0405,0.0658,0,0.101,0.448,121.849
2,"alternative",1,0,0,0,1,146769,0.728,0.773,-6.253,0.0764,0.0364,0,0.235,0.547,98.011
0,"alternative",1,1,0,0,1,159836,0.671,0.599,-6.18,0.0405,0.0658,0,0.101,0.448,121.849
0,"alternative",1,0,1,0,0,182903,0.693,0.874,-3.923,0.0693,0.034,8.33e-06,0.289,0.647,123.979
0,"alternative",1,0,0,0,0,235893,0.318,0.943,-3.188,0.107,0.00721,2.06e-06,0.242,0.298,189.985
2,"alternative",1,0,0,0,0,235893,0.318,0.943,-3.188,0.107,0.00721,2.06e-06,0.242,0.298,189.985
0,"alternative",1,0,0,0,0,194506,0.511,0.714,-6.414,0.0368,0.0504,0.56,0.105,0.521,98.008
0,"alternative",1,0,0,0,0,235893,0.318,0.943,-3.188,0.107,0.00721,2.06e-06,0.242,0.298,189.985
0,"alternative",1,0,0,0,0,185440,0.37,0.861,-4.588,0.0625,0.00959,0.00449,0.107,0.16,155.671
0,"alternative",1,0,0,0,0,244866,0.582,0.755,-7.305,0.0288,0.0632,0.00658,0.931,0.311,109.061
2,"alternative",1,0,0,0,0,235893,0.318,0.943,-3.188,0.107,0.00721,2.06e-06,0.242,0.298,189.985
0,"alternative",1,0,0,0,0,235893,0.318,0.943,-3.188,0.107,0.00721,2.06e-06,0.242,0.298,189.985
0,"alternative",1,0,0,0,0,252986,0.462,0.765,-7.011,0.036,0.324,0.231,0.0757,0.399,81.513
0,"alternative",1,0,0,0,0,246933,0.381,0.894,-8.638,0.037,0.0258,0,0.0251,0.797,205.528
0,"alternative",1,0,0,0,0,246933,0.381,0.894,-8.638,0.037,0.0258,0,0.0251,0.797,205.528
0,"alternative",1,0,0,0,0,256359,0.553,0.722,-7.794,0.0327,0.101,2.83e-05,0.958,0.257,91.267
75,"alternative",1,0,0,0,0,181186,0.623,0.533,-8.164,0.0653,0.245,0.00717,0.112,0.247,84.982
82,"alternative",1,0,0,0,0,235893,0.331,0.943,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
71,"alternative",1,0,0,0,0,254509,0.621,0.692,-6.858,0.0291,0.000363,1.75e-05,0.335,0.381,99.806
66,"alternative",1,0,0,0,0,232000,0.641,0.943,-6.254,0.264,0.0351,0.000259,0.328,0.718,171.811
69,"alternative",1,0,0,0,1,169800,0.59,0.671,-6.098,0.0706,0.0484,0,0.0604,0.438,149.982
68,"alternative",1,0,0,0,1,221168,0.362,0.432,-9.359,0.112,0.0882,0,0.264,0.256,81.29
64,"alternative",1,0,0,0,1,203809,0.953,0.453,-7.197,0.07,0.0605,0.000159,0.625,0.0368,126.009
65,"alternative",1,0,0,0,0,227679,0.561,0.686,-6.273,0.0473,0.267,0,0.137,0.22,89.97
76,"alternative",1,1,0,0,0,184760,0.522,0.914,-8.285,0.0379,0.000164,0.847,0.24,0.0364,137.939
67,"alternative",1,0,0,0,1,147828,0.694,0.475,-7.035,0.0345,0.159,3.9e-06,0.103,0.391,94.987
75,"alternative",1,0,0,0,0,230253,0.585,0.972,-4.45,0.0534,0.0143,0,0.0707,0.585,110.006
65,"alternative",1,0,0,0,0,234013,0.631,0.684,-6.27,0.0405,0.0576,0,0.0938,0.528,129.974
68,"alternative",1,0,0,0,0,393480,0.472,0.772,-5.928,0.0316,0.00658,5.65e-05,0.132,0.6,139.993
77,"alternative",1,0,0,0,0,178013,0.64,0.957,-2.336,0.0741,0.0431,0,0.0789,0.692,134.992
70,"alternative",1,0,0,0,0,159293,0.804,0.323,-11.127,0.305,0.308,0,0.15,0.456,87.019
62,"alternative",1,0,0,0,0,229960,0.567,0.663,-6.402,0.0503,0.223,0,0.129,0.187,89.961
82,"alternative",1,0,0,0,0,329733,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483
84,"alternative",1,0,0,0,0,232106,0.743,0.446,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596
82,"alternative",1,0,0,0,0,229120,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426
78,"alternative",1,0,0,0,1,154666,0.495,0.856,-5.123,0.0311,0.000219,0,0.103,0.609,158.024
72,"alternative",1,0,0,0,0,236898,0.531,0.638,-5.145,0.0809,0.00409,0,0.0822,0.445,164.079
69,"alternative",1,0,0,0,0,172960,0.361,0.871,-4.313,0.0393,0.0119,0,0.318,0.575,176.026
0,"alternative",1,0,0,0,1,188869,0.799,0.696,-6.621,0.134,0.211,2.46e-06,0.133,0.414,115.067
0,"alternative",1,0,0,0,1,188869,0.799,0.696,-6.621,0.134,0.211,2.46e-06,0.133,0.414,115.067
1,"alternative",1,0,0,0,1,188869,0.799,0.696,-6.621,0.134,0.211,2.46e-06,0.133,0.414,115.067
2,"alternative",1,0,0,0,1,188869,0.799,0.696,-6.621,0.134,0.211,2.46e-06,0.133,0.414,115.067
0,"alternative",1,0,0,0,0,238373,0.674,0.58,-8.081,0.0312,0.311,2.41e-05,0.198,0.305,128.003
0,"alternative",1,0,0,0,1,231532,0.376,0.586,-7.165,0.0434,0.0131,0.00061,0.0641,0.171,149.734
0,"alternative",1,0,0,0,0,238560,0.556,0.545,-6.768,0.0255,0.0635,0,0.124,0.193,143.991
1,"alternative",1,0,0,0,0,234626,0.544,0.848,-6.804,0.0288,0.00395,5.22e-05,0.134,0.489,99.039
6,"alternative",1,0,0,0,0,222738,0.416,0.964,-2.967,0.112,2.35e-05,0.000875,0.473,0.212,157.925
3,"alternative",1,0,0,0,1,189120,0.477,0.973,-2.731,0.0766,3.81e-05,3.3e-05,0.289,0.288,90.519
0,"alternative",1,0,0,0,0,234626,0.544,0.848,-6.804,0.0288,0.00395,5.22e-05,0.134,0.489,99.039
0,"alternative",1,0,0,0,1,222773,0.609,0.948,-4.938,0.113,0.00404,0.0978,0.042,0.786,144.037
0,"alternative",1,0,0,0,0,222738,0.416,0.964,-2.967,0.112,2.35e-05,0.000875,0.473,0.212,157.925
